420,-0.4016,-0.13928,0.076445,-2.4133,-0.04905,-1.7364
420.02,-0.44715,-0.19251,0.07854,-2.4525,-0.01962,-2.1386
420.04,-0.41172,-0.2522,0.085172,-2.3936,-0.12753,-1.0202
420.06,-0.42464,-0.17593,0.099309,-2.3544,-0.18639,-1.2361
420.08,-0.39776,-0.15324,0.10123,-2.4427,-0.12753,-1.805
420.1,-0.37001,-0.20735,0.10332,-2.4721,-0.12753,-1.3636
420.12,-0.3447,-0.18309,0.11484,-2.3936,-0.10791,-1.5794
420.14,-0.33126,-0.19146,0.11851,-2.4525,-0.18639,-2.2465
420.16,-0.31416,-0.22602,0.12008,-2.4034,-0.14715,-1.5794
420.18,-0.27663,-0.21415,0.13195,-2.3936,-0.1962,-1.2066
420.2,-0.22846,-0.2131,0.14277,-2.3936,-0.23544,-1.138
420.22,-0.17959,-0.2693,0.14329,-2.4525,-0.12753,-0.37278
420.24,-0.067021,-0.18064,0.14486,-2.58,-0.0981,-2.8253
420.26,-0.027925,-0.044855,0.15848,-2.6291,-0.27468,-7.4948
420.28,0.0099484,-0.10158,0.18692,-2.6585,-0.14715,-9.0939
420.3,0.039968,-0.21363,0.20001,-2.7174,-0.1962,-6.3078
420.32,0.060912,-0.13369,0.22654,-2.7272,-0.18639,-4.6205
420.34,0.1398,-0.012392,0.2447,-2.7076,-0.11772,-5.2974
420.36,0.18954,0.041015,0.2529,-2.737,-0.07848,-6.5237
420.38,0.25709,0.22672,0.26896,-2.7566,-0.08829,-8.8584
420.4,0.29147,0.40788,0.28152,-2.8547,0.08829,-12.724
420.42,0.28397,0.44349,0.28728,-2.8449,0.11772,-15.49
420.44,0.30386,0.50492,0.29915,-2.8155,0.28449,-17.825
420.46,0.33057,0.58486,0.30439,-2.786,0.44145,-20.591
420.48,0.41853,0.5791,0.30439,-2.737,0.53955,-22.386
420.5,0.5037,0.56426,0.30491,-2.6781,0.43164,-23.044
420.52,0.56165,0.55589,0.2981,-2.5997,0.56898,-23.789
420.54,0.65869,0.54053,0.29182,-2.58,0.48069,-24.829
420.56,0.71279,0.57613,0.28519,-2.5506,0.67689,-26.35
420.58,0.72466,0.62256,0.28414,-2.4917,0.67689,-28.037
420.6,0.67963,0.55432,0.27157,-2.5016,0.77499,-27.38
420.62,0.59865,0.46199,0.24365,-2.5212,0.74556,-25.8
420.64,0.52046,0.47857,0.22969,-2.6193,0.75537,-24.525
420.66,0.51068,0.46565,0.21886,-2.6291,0.75537,-23.917
420.68,0.53425,0.38519,0.19809,-2.7174,0.6867,-22.475
420.7,0.58626,0.35517,0.17628,-2.6978,0.66708,-21.347
420.72,0.65223,0.36355,0.1597,-2.6879,0.50031,-20.444
420.74,0.64472,0.31398,0.15394,-2.7076,0.51993,-19.718
420.76,0.65275,0.22532,0.14975,-2.7174,0.45126,-17.835
420.78,0.65607,0.14731,0.1405,-2.8351,0.40221,-15.755
420.8,0.64577,0.065275,0.13683,-2.7566,0.28449,-13.626
420.82,0.6463,-0.023213,0.13055,-2.7566,0.17658,-11.762
420.84,0.62064,-0.16668,0.1213,-2.737,0.00981,-7.7009
420.86,0.51609,-0.33126,0.1213,-2.6978,-0.17658,-3.6003
420.88,0.403,-0.31311,0.13526,-2.7468,-0.13734,-1.8149
420.9,0.27437,-0.35133,0.15603,-2.6291,-0.30411,0.41202
420.92,0.11886,-0.4592,0.16581,-2.5212,-0.35316,3.875
420.94,-0.11694,-0.37507,0.17628,-2.4917,-0.27468,3.6199
420.96,-0.28746,-0.36373,0.19076,-2.58,-0.15696,3.3648
420.98,-0.45361,-0.51958,0.18361,-2.58,-0.21582,6.249
421,-0.61715,-0.43284,0.17837,-2.6095,-0.01962,6.9847
421.02,-0.7854,-0.30177,0.17052,-2.6487,-0.16677,6.0135
421.04,-0.9238,-0.38746,0.15813,-2.5408,-0.10791,6.71
421.06,-1.0203,-0.34523,0.13683,-2.5997,-0.01962,6.9651
421.08,-1.0926,-0.20944,0.11816,-2.737,0.08829,4.0515
421.22,-1.076,-0.3255,0.10926,-2.7664,-0.24525,3.0117
421.24,-1.0175,-0.42813,0.11135,-2.737,-0.24525,4.699
421.26,-1.0283,-0.33022,0.1213,-2.8351,-0.22563,4.8167
421.28,-0.99135,-0.22078,0.13369,-2.8841,-0.18639,1.9031
421.3,-0.91839,-0.27855,0.13474,-2.8547,-0.11772,0.23544
421.32,-0.80948,-0.35657,0.13893,-2.9626,-0.30411,-0.17658
421.34,-0.6079,-0.37769,0.16476,-3.1,-0.11772,-1.3342
421.36,-0.32969,-0.29252,0.16284,-3.1883,-0.15696,-2.8939
421.38,-0.045029,-0.17855,0.1576,-3.1098,-0.05886,-4.1006
421.4,0.15848,-0.032987,0.17575,-3.2471,-0.13734,-6.6904
421.42,0.31713,0.12305,0.20124,-3.2864,-0.07848,-8.2895
421.44,0.4372,0.22113,0.21729,-3.4041,0.02943,-9.7413
421.46,0.50213,0.42342,0.23597,-3.4335,0.12753,-11.635
421.48,0.48171,0.67195,0.25098,-3.3845,0.1962,-16.54
421.5,0.45239,0.76742,0.25674,-3.4139,0.50031,-20.65
421.52,0.4496,0.73025,0.25936,-3.3746,0.4905,-22.946
421.54,0.46845,0.74578,0.24435,-3.306,0.67689,-26.33
421.56,0.49201,0.74526,0.23963,-3.1981,0.6867,-28.42
421.58,0.55467,0.56112,0.22811,-3.2079,0.77499,-26.409
421.6,0.57072,0.42028,0.21415,-3.3746,0.55917,-23.23
421.62,0.55903,0.46199,0.20944,-3.355,0.60822,-22.328
421.64,0.56968,0.44558,0.19443,-3.3648,0.61803,-22.74
421.66,0.66357,0.27629,0.18309,-3.355,0.55917,-20.591
421.68,0.74456,0.26756,0.17628,-3.306,0.4905,-20.768
421.7,0.74403,0.38258,0.17209,-3.2864,0.48069,-22.2
421.72,0.68068,0.30107,0.16424,-3.4433,0.51012,-21.288
421.74,0.6346,0.20211,0.14259,-3.4041,0.55917,-17.344
421.76,0.57823,0.2913,0.12479,-3.4825,0.54936,-16.716
421.78,0.55624,0.40422,0.11921,-3.4237,0.64746,-18.619
421.8,0.55048,0.38886,0.092677,-3.5316,0.67689,-19.424
421.82,0.52849,0.37385,0.086394,-3.4139,0.5886,-19.061
421.84,0.52203,0.41155,0.076096,-3.3943,0.53955,-19.365
421.86,0.50161,0.42237,0.060912,-3.3943,0.51012,-20.061
421.88,0.50545,0.38781,0.058818,-3.3943,0.40221,-19.571
421.9,0.50056,0.33877,0.052709,-3.3943,0.35316,-18.914
421.92,0.53861,0.30631,0.052709,-3.4237,0.28449,-18.727
421.94,0.5777,0.21031,0.059341,-3.3845,0.34335,-17.658
421.96,0.59324,0.1117,0.060912,-3.4237,0.22563,-16.657
421.98,0.64909,-0.0036652,0.057945,-3.4237,0.10791,-14.803
422,0.62169,-0.16458,0.068242,-3.3943,0.04905,-11.831
